125 0.0
136 0.0
141 0.0
141 0.0
141 0.0
142 0.0
148 0.0
150 0.0
153 0.0
160 0.0
161 0.0
161 0.0
161 0.0
161 0.0
161 0.0
161 0.0
162 0.0
163 0.0
164 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
165 0.0
